section-id,file-id,url,heading,Codes with >= 2 votes
,2,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,,-
,3,https://github.com/microlv/prerender,,-
,4,https://github.com/565407548/vlayout,,-
,5,https://github.com/shrah/corert,,-
,6,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,,-
,7,https://github.com/gevans/chef-xdebug,,-
,8,https://github.com/h3biomed/lastpass-cli,,-
,9,https://github.com/anirut/TuentiTV,,-
,10,https://github.com/sineed/rails,,-
,12,https://github.com/samuelbohler/apache2-chef-cookbook,,-
204,13,https://github.com/venturion/vue-resource,## License,5
207,14,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# License,5
236,17,https://github.com/hyndex/animate.css,##Usage,3
,19,https://github.com/owap/map-journal-storytelling-template-js,,-
,21,https://github.com/tinco/ruru,,-
,24,https://github.com/brendanwb/factory_girl_rails,,-
,25,https://github.com/sebald/grunt-dss,,-
,26,https://github.com/aborunski/android-fragment-swapper,,-
,27,https://github.com/anyexxx/iCreator,,-
,28,https://github.com/cwohlman/delta,,-
,30,https://github.com/adamswann/WPD-.NET-Wrapper,,-
,31,https://github.com/scollison/huginn,,-
,32,https://github.com/g3collector/spring-best-practices,,-
,33,https://github.com/dondre/angular-cli,,-
,34,https://github.com/BrunoBozza/CNTK,,-
,35,https://github.com/pombredanne/cassle,,-
,36,https://github.com/blairanderson/amazon-autocomplete,,-
,38,https://github.com/RLC22/butter-desktop,,-
,39,https://github.com/kevinboudot/silex-cache-service-provider,,-
,40,https://github.com/IvyGongoogle/SeetaFaceLib,,-
,41,https://github.com/mcansh/simple-partials-reading-v-000,,-
,42,https://github.com/kentmacdonald2/slack-history-export,,-
,43,https://github.com/Scott-O-Brian/docker-node,,-
,44,https://github.com/nilaydc/Exploratory-Data-Analysis,,-
625,45,https://github.com/brismuth/fms-endpoint,## Installation,3
,46,https://github.com/squareteam/yodatra,,-
,47,https://github.com/elsdrium/neural_artistic_style,,-
,48,https://github.com/Unicamp-OpenPower/alice,,-
,49,https://github.com/lulupop/sweep,,-
,51,https://github.com/blair34854/AndroidN-ify,,-
,52,https://github.com/BluesBaka/apples-and-holidays-v-000,,-
,53,https://github.com/umbobabo/component-typography,,-
,54,https://github.com/Croydon/restart-my-fox,,-
,55,https://github.com/HPxpat/rdpy,,-
,56,https://github.com/xwipeoutx/EnumGenie,,-
,57,https://github.com/kuyun-zhangyang/caffe,,-
,58,https://github.com/ufirstgroup/jquery-handsontable,,-
,59,https://github.com/grandamp/locust-swarm,,-
,60,https://github.com/wieweb/CountingView,,-
,62,https://github.com/mhm956/gala,,-
,63,https://github.com/agomezf/ProgrammingAssignment2,,-
,64,https://github.com/k0mrade/buntdb-optimization,,-
,65,https://github.com/UniversityProjects/FEM1,,-
,68,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,,-
,69,https://github.com/trentmwillis/ember.js,,-
,70,https://github.com/Songmu/p5-DBIx-FixtureLoader,,-
,71,https://github.com/CraigLiaoBJ/ADClusterMapView,,-
,72,https://github.com/Leelow/sinopia,,-
,73,https://github.com/ganeshraju/bigtop,,-
,75,https://github.com/jmilleralpine/ParallelGit,,-
,76,https://github.com/17352913480/1002,,-
,77,https://github.com/AzureByte/csharp_tutorials,,-
,78,https://github.com/mmcgahan/io-slider,,-
936,80,https://github.com/gaborbernat/buildship,## Requirements,3
940,80,https://github.com/gaborbernat/buildship,## License,5
,81,https://github.com/peppy6582/serviceLogs,,-
,82,https://github.com/petrjanda/ICDM2015,,-
,83,https://github.com/harrywithcode/elasticsearch-definitive-guide,,-
,84,https://github.com/taf2/Recorderjs,,-
,86,https://github.com/alanwgeorge/Android-CleanArchitecture,,-
,87,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,,-
,88,https://github.com/MrItty/GeoIP2-perl,,-
,89,https://github.com/nmjesus/sharedb,,-
,90,https://github.com/Robbe92/liferay-connector,,-
,91,https://github.com/Capri2014/tiny-dnn,,-
,92,https://github.com/carriercomm/rampant,,-
,93,https://github.com/medos1472/BMCustomTableView,,-
,94,https://github.com/ZahoreczTibor/handson-ml,,-
,95,https://github.com/yu5y/geonotebook,,-
,96,https://github.com/ammarx/ARP-spoofing,,-
,97,https://github.com/RodrigoCm95/ionic-native,,-
,98,https://github.com/tkylin/shadowsocks-windows,,-
,100,https://github.com/voDox17/Viberr,,-
,101,https://github.com/ChadLactaoen/Blackjack,,-
,102,https://github.com/imkernel/cockroach,,-
,104,https://github.com/oscarsale/oscarsale.github.io,,-
,105,https://github.com/emil10001/QuickGraphAndroid,,-
,106,https://github.com/choreographing-quokka/Q,,-
,107,https://github.com/kwangkim/jekyll-bootstrap,,-
,108,https://github.com/zawieja/java8collections,,-
,109,https://github.com/Jaiimmortal/LCS,,-
,110,https://github.com/Crysty-Yui/android-async-http,,-
,111,https://github.com/paige11/cartoon-collections-001-prework-web,,-
,112,https://github.com/iL-Mattone/konstantin-fluentd,,-
,113,https://github.com/neumanta/frontend-nanodegree-feedreader,,-
,114,https://github.com/kunickiaj/docker-vault,,-
,116,https://github.com/dhaval2025/RoaringBitmap,,-
,117,https://github.com/dluxemburg/node-google-spreadsheets,,-
,119,https://github.com/mroth/extwitter,,-
,121,https://github.com/tylabs/quicksand_lite,,-
,122,https://github.com/EmanueleMinotto/installer,,-
,123,https://github.com/manekinekko/gaia,,-
,124,https://github.com/Koulio/jison,,-
,125,https://github.com/DimGreyWolf/448Hmwk5,,-
1451,126,https://github.com/pivotal-mikegresham/github-changelog-generator,## Usage,3
1462,126,https://github.com/pivotal-mikegresham/github-changelog-generator,## Contributing,7
1463,126,https://github.com/pivotal-mikegresham/github-changelog-generator,## License,5
,127,https://github.com/vpothuri/phpiredis,,-
,128,https://github.com/valley51/jfortune,,-
,129,https://github.com/maxamillion32/mobile-first-dashboard,,-
,130,https://github.com/Cedriking/microjs.com,,-
,131,https://github.com/shyamalschandra/synfig,,-
,132,https://github.com/nigredo-tori/patty,,-
,133,https://github.com/QuickQi1/ews-cpp,,-
,134,https://github.com/mdxprograms/visor,,-
,136,https://github.com/NunoEdgarGub1/jBloomberg,,-
,137,https://github.com/1406504841/glide,,-
,139,https://github.com/Shamash2014/swirl_courses,,-
1595,140,https://github.com/luoyiqi/Colorful-1,## Installation,3
,141,https://github.com/MariyaS/movies,,-
1631,142,https://github.com/haisonle/passwordless,## License,5
,143,https://github.com/JoseEnrique04/r-graph-catalog,,-
,144,https://github.com/MaxAdamyan/NightNight,,-
,145,https://github.com/iamxufeng/SlidingTutorial-Android,,-
,146,https://github.com/ArmiT/yii2-eav,,-
,147,https://github.com/serenabi/workflow-plugin,,-
,148,https://github.com/duguruiyuan/date-time-picker,,-
,149,https://github.com/sd6352051/NiftyNotification,,-
,151,https://github.com/EarLyMe/ruby-object-initialize-lab-v-000,,-
,152,https://github.com/sandriichenko/tcp-qa,,-
,153,https://github.com/nithiroj/Mining-the-Social-Web-2nd-Edition,,-
,156,https://github.com/josnthecaster/RepData_PeerAssessment1,,-
,157,https://github.com/HanWenfang/libgdx-demo-cuboc,,-
,158,https://github.com/bfrosik/scikit-beam,,-
,159,https://github.com/murongruomeng/hacker-scripts,,-
,160,https://github.com/jwolfe890/skills-based-javascript-intro-to-flow-control-v-000,,-
,161,https://github.com/hughker/Apollo-11,,-
,162,https://github.com/Kryndex/microservices-examples,,-
,163,https://github.com/silverfern7/ExData_Plotting1,,-
1816,164,https://github.com/YangHaha11514/advanced-tensorflow,## Requirements,3
,165,https://github.com/spkane/Device42-AutoDiscovery-Scripts,,-
,166,https://github.com/AlluringJay/ripgrep,,-
,167,https://github.com/dragon788/vimsert,,-
,168,https://github.com/ozalpdemir/angular2-busy,,-
1856,169,https://github.com/midumitrescu/tokens,## Usage,3
1858,169,https://github.com/midumitrescu/tokens,## License,5
1866,170,https://github.com/AMorporkian/StarryPy3k,## Contributing,7
,171,https://github.com/aceol/generator-gulp-angular,,-
,172,https://github.com/aaronseib/smart-on-fhir.github.io,,-
,173,https://github.com/gkarunakaran/kidsrubyinstaller-windows,,-
,174,https://github.com/WaylandGod/cecil,,-
,176,https://github.com/funze/cleanflight,,-
,177,https://github.com/johnsonjr/vagrant-aws,,-
,178,https://github.com/memorywarning/YouCompleteMe,,-
,179,https://github.com/bissal/reveal.js,,-
,180,https://github.com/fp7-netide/Engine,,-
,181,https://github.com/raphapassini/calendarjs,,-
,182,https://github.com/zhongdaojin/node-tesseract,,-
,183,https://github.com/majestrate/go-multiaddr,,-
,184,https://github.com/ttyouare/angular-strap,,-
,185,https://github.com/LookOut800/wdi_11_angular_token_auth_app,,-
,187,https://github.com/crisamdegracia/js-basics-online-shopping-lab-js-intro-000,,-
,188,https://github.com/jakeheis/objc-TimesSquare,,-
,189,https://github.com/tfereyre/sonar-examples,,-
,191,https://github.com/e0003083/website,,-
,192,https://github.com/merlincharlotte/search-github-users,,-
,194,https://github.com/mgechev/nshahpazov.github.io,,-
,195,https://github.com/sdtm1016/debugger.html,,-
,196,https://github.com/pat/drumknott,,-
,197,https://github.com/jpbetz/prezto,,-
2240,198,https://github.com/hsugita/imas-producer_schedule,## Installation,3
2241,198,https://github.com/hsugita/imas-producer_schedule,## Usage,3
2242,198,https://github.com/hsugita/imas-producer_schedule,## Development,3
,199,https://github.com/divampo/PHPStaticHelpers,,-
,200,https://github.com/manuelgu/discord-api-docs,,-
,201,https://github.com/cloudfoundry/cf-mysql-release,,-
,202,https://github.com/D630/bds,,-
,203,https://github.com/babyformula/shadowsocks,,-
,204,https://github.com/imlucas/node-forro,,-
,205,https://github.com/boumer/neocities,,-
,206,https://github.com/att-bdpaas/webhdfs,,-
,208,https://github.com/Apentz49/django-movies-api,,-
,209,https://github.com/schmittjoh/jmsPaymentPlugin,,-
,211,https://github.com/henvic/pb,,-
,212,https://github.com/fredericletellier/udacity-xyzreader,,-
2352,213,https://github.com/socialchorus/homebrew,# Usage,3
,214,https://github.com/cambiata/android-midi-lib,,-
,217,https://github.com/thekonz/piximgen,,-
,219,https://github.com/kuyoska/embedio,,-
,220,https://github.com/sandu81/botframework,,-
2400,221,https://github.com/bran921007/react,## Installation,3
2423,223,https://github.com/cliffparnitzky/TinyMceContextMenu,## Installation,3
,224,https://github.com/Peplo/duckling,,-
,225,https://github.com/niceguy-php/redis-windows,,-
,226,https://github.com/larssonandreas/gemstash,,-
2474,227,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Installation,3
,228,https://github.com/igorT/khan-exercises,,-
,229,https://github.com/omedbb/volume-leather-fill,,-
,230,https://github.com/bikong2/rrc_detection,,-
,231,https://github.com/bkachamakov/FreeCodeCamp,,-
,232,https://github.com/abhilashkkumar/testapp_rails,,-
,233,https://github.com/ryam244/cdnjs-1,,-
,234,https://github.com/melodysu83/AutoCircle_generater,,-
,235,https://github.com/caomm/angularjs-springmvc-sample,,-
,236,https://github.com/manuelbrand/WeatherPage,,-
,237,https://github.com/zhly0/LightGBM,,-
,238,https://github.com/RubenPHP/cookieconsent,,-
,239,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,,-
,240,https://github.com/lindes/vrptools,,-
,241,https://github.com/adrian907/neuraltalk2,,-
,243,https://github.com/harvard-crimson/django-select2,,-
,244,https://github.com/m4rm0k/matter-js,,-
,245,https://github.com/uliano/GaCD-Assignment,,-
,246,https://github.com/SCDesigns/web-auth-readme-v-000,,-
2645,247,https://github.com/MasazI/dropzone,## Usage,3
,248,https://github.com/petems/puppet-splunk,,-
,249,https://github.com/savethefails/gcloud-node,,-
,250,https://github.com/tmandal/CarND-Transfer-Learning-Lab,,-
,252,https://github.com/ahmadassaf/dynamic-json-resume,,-
,253,https://github.com/envs/javascript,,-
,254,https://github.com/FleetCarma/embedC-Challenge,,-
,255,https://github.com/fewd-sg/fewd-3-homework-week-2,,-
,256,https://github.com/CASunday2003/jquery,,-
,257,https://github.com/ibarrick/web-animations-js,,-
,258,https://github.com/abricot/foxmote,,-
,259,https://github.com/HugoTamaki/flisol-api,,-
,261,https://github.com/vanloswang/cpprestsdk,,-
,262,https://github.com/Fu2k/Seccubus_v2,,-
,263,https://github.com/EgoistTheBest/monodroid-samples,,-
,264,https://github.com/Chen0831/rallets-android,,-
,265,https://github.com/rivieragug/groovy-core,,-
,266,https://github.com/Parisson/loaders,,-
,267,https://github.com/Lodin/broccoli-pug-plugin,,-
,268,https://github.com/jimlester/thoughtworks-email-signature-generator,,-
3023,269,https://github.com/kleopatra999/ca-bundle,## Installation,3
3029,269,https://github.com/kleopatra999/ca-bundle,## License,5
,270,https://github.com/abhinav1592/PruneCluster,,-
,271,https://github.com/barchetta/hackathon-2016-12,,-
3068,272,https://github.com/rivabe/aci-fabric-deploy,# Requirements,3
,273,https://github.com/GitBoat/openshift3mlbparks,,-
,274,https://github.com/mnacos/coffee-react-quickstart,,-
3081,275,https://github.com/kcufId/pupy,## Features,1
,276,https://github.com/59naga/object-parser,,-
,277,https://github.com/jbakic/Shielded,,-
3107,278,https://github.com/ctinnell/swift-java-bridge,## License,5
3110,279,https://github.com/ashusa303/aw-reporting,## Overview,1
,280,https://github.com/avigad/Spectral,,-
,281,https://github.com/ThomasGrivaz/Learning-Analytics-Project,,-
,282,https://github.com/jlangston/mosh-chrome,,-
,283,https://github.com/gskachkov/phantomjs,,-
,284,https://github.com/cbogithub/pixelpusher,,-
,285,https://github.com/thesaadarshad/setup-ipsec-vpn,,-
,286,https://github.com/detoxin/ricochet,,-
,287,https://github.com/zouzias/docker-elk,,-
,288,https://github.com/BhanuPatnana/tutorials,,-
,289,https://github.com/cpunion/react-web,,-
,290,https://github.com/alanqian/feedback,,-
,291,https://github.com/brianrainey/.dotfiles,,-
,292,https://github.com/d-vf/plotly,,-
,293,https://github.com/johntron/es2015-bootstrap,,-
,295,https://github.com/sebcrozet/nrays,,-
,296,https://github.com/letup/CoreAR,,-
,297,https://github.com/wthit56/node.unnecessary.js,,-
,298,https://github.com/victorkamenov/scsh,,-
,299,https://github.com/romerun/XChange,,-
,300,https://github.com/bazmecode/Pass4Win,,-
,302,https://github.com/hughperkins/clBLAS,,-
,303,https://github.com/ruoshui/srs,,-
3331,304,https://github.com/crann/angular-ckeditor-directive,####Requirements,3
,305,https://github.com/troska/homebrew-cask,,-
,306,https://github.com/BuckleTypes/bs-webapi-incubator,,-
,307,https://github.com/christopherwoo/data-science-ipython-notebooks,,-
,308,https://github.com/lionfish7699/guides,,-
,309,https://github.com/yaogdu/python-fire,,-
3397,311,https://github.com/monw3c/swiped,## Installation,3
3398,311,https://github.com/monw3c/swiped,## API,36
,312,https://github.com/Dauthiwarlord/UniversalMediaServer,,-
,313,https://github.com/juame/puppet-firewalld,,-
,314,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,,-
,315,https://github.com/renoguyon/angular-duration-format,,-
,316,https://github.com/slavame/mitro,,-
,317,https://github.com/Chiel92/chugins,,-
,318,https://github.com/tourze/onepage_scroll,,-
,319,https://github.com/subclub/oauth2,,-
,320,https://github.com/dev1234/BeeFramework,,-
,322,https://github.com/fitmoo/drupal_store_ftm,,-
,323,https://github.com/travisjeffery/pat,,-
,324,https://github.com/zephyrm/d3,,-
,326,https://github.com/shilobanerjee/AFiNeS,,-
,328,https://github.com/leobcn/takeown,,-
,329,https://github.com/itsky365/vegeta,,-
,331,https://github.com/monkeymoney/fullPage.js,,-
,332,https://github.com/dxas90/ionic-cli,,-
,333,https://github.com/XiliangSong/api,,-
,334,https://github.com/ccloes/aws-codedeploy-agent,,-
,336,https://github.com/npouvesle/echo,,-
,339,https://github.com/TLINDEN/novel-mode,,-
,340,https://github.com/rossgritz/ipython-notebooks,,-
,341,https://github.com/tdeborge/angular-phonecat,,-
,342,https://github.com/AlexandraRezk02/first-lab-ruby-learn-cli-ile-intro-to-learn,,-
,343,https://github.com/jaredkirkley/formBuilder,,-
,344,https://github.com/panshuiqing/ocanvas,,-
,345,https://github.com/hobmgcode/you-get,,-
,346,https://github.com/openube/ML-From-Scratch,,-
,348,https://github.com/mraimi/insight2,,-
,349,https://github.com/appirits/awesome_admin_layout,,-
,350,https://github.com/johabu/simple_rsa,,-
,352,https://github.com/DuncanAForbes/quantlib,,-
,353,https://github.com/ishitach/gtg,,-
,354,https://github.com/eyolfson/research-2016-ecoop-artifact,,-
,356,https://github.com/guoyu07/G-Library,,-
,357,https://github.com/gouldingm/swd-recorder,,-
,359,https://github.com/trZone/NPKC_17_Teensy3.2,,-
,360,https://github.com/SerkanSipahi/jspm-cli,,-
,361,https://github.com/TNAJanssen/DoctrineEncryptBundle,,-
,364,https://github.com/isoscl/seadroid,,-
,365,https://github.com/shohag121/wp-github-updater,,-
,367,https://github.com/AlexandreHonorato/wildfly,,-
,369,https://github.com/uhlume/neveragaindottech.github.io,,-
,370,https://github.com/ghamry/jquery.hotkeys,,-
,371,https://github.com/plirof/pluck,,-
,372,https://github.com/alg/carrierwave-base64-storage,,-
,373,https://github.com/IL2liu/msu_ngs2015,,-
,374,https://github.com/Exia101/dev1-mini-project,,-
,376,https://github.com/javillegas/unity3d-store,,-
,377,https://github.com/jbenden/pcbsd,,-
,379,https://github.com/erizhang/fake_inject,,-
,380,https://github.com/homingli/fig,,-
,381,https://github.com/illuminate3/LogViewer,,-
,382,https://github.com/willotheblessed/Dragonet,,-
,383,https://github.com/ONSdigital/ras-common,,-
,384,https://github.com/fanhattan/kafka-rb,,-
,385,https://github.com/LordWiley/node-taas-client,,-
,386,https://github.com/itomato/brew,,-
,387,https://github.com/martinheidegger/nodegit,,-
,388,https://github.com/the-vk/yamp-js,,-
,390,https://github.com/Olive4Oyl/js-jquery-stop-propogation-lab-wdf-000,,-
4213,391,https://github.com/bdurand/whenever,### Installation,3
